tweet_id,date,zip_code,borough,sentiment,topic,is_food_desert_zip,mentions_mamdani,likes,retweets
91,2025-01-02,10314,Staten Island,neutral,city_groceries,False,False,17,8
92,2025-01-02,10011,Manhattan,neutral,city_groceries,False,True,32,8
93,2025-01-02,10460,Bronx,negative,affordability,False,True,23,5
94,2025-01-02,10452,Bronx,positive,economics,False,True,27,4
95,2025-01-02,11004,Queens,negative,affordability,False,True,22,7
96,2025-01-02,11229,Brooklyn,negative,affordability,False,True,17,4
97,2025-01-02,11222,Brooklyn,negative,affordability,False,True,22,4
98,2025-01-02,10033,Manhattan,positive,city_groceries,False,True,29,7
99,2025-01-02,11354,Queens,negative,city_groceries,False,False,19,7
100,2025-01-02,10457,Bronx,negative,city_groceries,False,False,25,2
101,2025-01-03,10466,Bronx,negative,city_groceries,False,True,21,4
102,2025-01-03,11357,Queens,neutral,city_groceries,False,True,18,5
103,2025-01-03,10279,Manhattan,positive,city_groceries,False,False,14,3
104,2025-01-03,10306,Staten Island,neutral,city_groceries,False,True,7,5
105,2025-01-03,11433,Queens,neutral,other,False,True,27,10
106,2025-01-03,11369,Queens,negative,food_deserts,False,True,20,1
107,2025-01-03,11378,Queens,neutral,food_deserts,False,True,18,4
108,2025-01-03,10308,Staten Island,neutral,city_groceries,False,True,20,4
109,2025-01-03,11203,Brooklyn,negative,affordability,False,False,19,5
110,2025-01-03,11417,Queens,positive,affordability,False,True,24,6
111,2025-01-03,10002,Manhattan,neutral,economics,False,True,20,6
112,2025-01-03,10453,Bronx,positive,affordability,False,True,24,4
113,2025-01-03,11421,Queens,positive,economics,False,True,16,3
114,2025-01-03,10307,Staten Island,positive,food_deserts,False,False,23,5
115,2025-01-03,10451,Bronx,negative,city_groceries,False,True,19,2
116,2025-01-03,10462,Bronx,negative,other,False,True,30,6
117,2025-01-03,10454,Bronx,positive,economics,False,False,15,4
118,2025-01-03,11205,Brooklyn,negative,food_deserts,False,True,16,10
119,2025-01-03,11355,Queens,negative,food_deserts,False,False,24,10
120,2025-01-03,11225,Brooklyn,neutral,city_groceries,False,True,21,5
121,2025-01-03,11219,Brooklyn,neutral,affordability,False,True,19,3
122,2025-01-03,11415,Queens,positive,city_groceries,False,True,16,8
123,2025-01-03,11694,Queens,positive,economics,False,True,28,3
124,2025-01-03,10457,Bronx,negative,food_deserts,False,True,13,7
125,2025-01-03,11213,Brooklyn,neutral,city_groceries,False,False,19,4
126,2025-01-03,11366,Queens,negative,economics,False,True,16,6
127,2025-01-03,11235,Brooklyn,negative,affordability,False,False,24,4
128,2025-01-03,10475,Bronx,positive,city_groceries,False,True,21,5
129,2025-01-03,10305,Staten Island,neutral,food_deserts,False,True,23,8
130,2025-01-03,10009,Manhattan,positive,city_groceries,False,True,12,4
131,2025-01-03,11222,Brooklyn,neutral,city_groceries,False,True,15,6
132,2025-01-03,11210,Brooklyn,neutral,affordability,False,True,19,1
133,2025-01-03,11365,Queens,neutral,affordability,False,False,16,7
134,2025-01-03,11209,Brooklyn,positive,economics,False,False,23,3
135,2025-01-03,11103,Queens,negative,city_groceries,False,False,26,8
136,2025-01-03,11426,Queens,neutral,city_groceries,False,True,25,1
137,2025-01-03,11239,Brooklyn,positive,other,False,True,25,7
138,2025-01-03,11230,Brooklyn,neutral,city_groceries,False,True,20,3
139,2025-01-03,11372,Queens,neutral,food_deserts,False,True,22,3
140,2025-01-03,11436,Queens,neutral,city_groceries,False,False,11,3
141,2025-01-03,11697,Queens,positive,city_groceries,False,True,22,3
142,2025-01-03,10075,Manhattan,neutral,food_deserts,False,True,26,6
143,2025-01-03,11357,Queens,positive,food_deserts,False,False,21,5
144,2025-01-03,10006,Manhattan,positive,food_deserts,False,True,22,2
145,2025-01-03,10472,Bronx,positive,affordability,False,True,18,8
146,2025-01-03,11214,Brooklyn,negative,city_groceries,False,False,25,6
147,2025-01-03,10119,Manhattan,neutral,affordability,False,True,12,3
148,2025-01-03,10036,Manhattan,negative,other,False,False,24,4
149,2025-01-03,10303,Staten Island,positive,other,False,True,24,3
150,2025-01-03,11228,Brooklyn,positive,other,False,True,27,3
151,2025-01-04,11370,Queens,neutral,economics,False,True,14,7
152,2025-01-04,10119,Manhattan,positive,economics,False,True,17,10
153,2025-01-04,10003,Manhattan,neutral,city_groceries,False,True,23,4
154,2025-01-04,10455,Bronx,neutral,food_deserts,False,True,20,7
155,2025-01-04,10039,Manhattan,neutral,economics,False,True,22,10
156,2025-01-04,10023,Manhattan,negative,food_deserts,False,True,14,9
157,2025-01-04,10475,Bronx,positive,city_groceries,False,True,18,5
158,2025-01-04,10474,Bronx,neutral,affordability,False,False,17,2
159,2025-01-04,10016,Manhattan,neutral,other,False,True,25,4
160,2025-01-04,10022,Manhattan,neutral,affordability,False,False,28,6
161,2025-01-04,10065,Manhattan,negative,city_groceries,False,True,23,6
162,2025-01-04,10027,Manhattan,negative,city_groceries,False,False,19,3
163,2025-01-04,10039,Manhattan,neutral,city_groceries,False,True,16,3
164,2025-01-04,11411,Queens,positive,city_groceries,False,True,16,5
165,2025-01-04,10040,Manhattan,neutral,food_deserts,False,True,17,4
166,2025-01-04,10464,Bronx,negative,city_groceries,False,True,17,7
167,2025-01-04,11430,Queens,positive,city_groceries,False,True,21,3
168,2025-01-04,10003,Manhattan,neutral,affordability,False,True,25,3
169,2025-01-04,11365,Queens,positive,affordability,False,True,11,4
170,2025-01-04,10312,Staten Island,negative,food_deserts,False,False,24,3
171,2025-01-04,10010,Manhattan,neutral,other,False,False,19,5
172,2025-01-04,10471,Bronx,positive,city_groceries,False,True,13,6
173,2025-01-04,10466,Bronx,neutral,affordability,False,True,14,5
174,2025-01-04,11235,Brooklyn,negative,economics,False,True,22,3
175,2025-01-04,11230,Brooklyn,positive,city_groceries,False,False,16,7
176,2025-01-04,10310,Staten Island,neutral,food_deserts,False,True,25,4
177,2025-01-04,10285,Manhattan,negative,affordability,True,True,21,5
178,2025-01-04,10010,Manhattan,neutral,city_groceries,False,True,12,7
179,2025-01-04,11221,Brooklyn,positive,city_groceries,False,True,22,6
180,2025-01-04,10011,Manhattan,positive,food_deserts,False,False,20,3
181,2025-01-04,10035,Manhattan,negative,economics,False,True,22,5
182,2025-01-04,10075,Manhattan,positive,city_groceries,False,True,20,4
183,2025-01-04,10314,Staten Island,negative,economics,False,True,22,7
184,2025-01-04,11249,Brooklyn,neutral,city_groceries,False,True,27,8
185,2025-01-04,10002,Manhattan,positive,city_groceries,False,False,19,6
186,2025-01-04,11436,Queens,neutral,other,False,True,19,0
187,2025-01-04,11419,Queens,neutral,city_groceries,False,True,18,4
188,2025-01-04,11203,Brooklyn,positive,city_groceries,False,True,13,6
189,2025-01-04,10468,Bronx,negative,food_deserts,False,False,21,4
190,2025-01-04,11360,Queens,positive,food_deserts,False,False,23,4
191,2025-01-04,11217,Brooklyn,positive,affordability,False,False,16,6
192,2025-01-04,11694,Queens,neutral,food_deserts,False,True,21,2
193,2025-01-04,10467,Bronx,neutral,city_groceries,False,False,11,1
194,2025-01-04,11212,Brooklyn,positive,food_deserts,False,True,9,8
195,2025-01-04,10120,Manhattan,neutral,food_deserts,True,True,18,4
196,2025-01-04,11234,Brooklyn,positive,food_deserts,False,True,20,5
197,2025-01-04,10308,Staten Island,neutral,city_groceries,False,True,19,7
198,2025-01-04,10027,Manhattan,positive,other,False,True,14,5
199,2025-01-04,11233,Brooklyn,positive,economics,False,True,18,5
200,2025-01-04,10038,Manhattan,positive,city_groceries,False,True,15,6
201,2025-01-05,10305,Staten Island,positive,city_groceries,False,False,21,5
202,2025-01-05,11206,Brooklyn,neutral,city_groceries,False,True,24,6
203,2025-01-05,10018,Manhattan,neutral,food_deserts,False,False,14,5
204,2025-01-05,10471,Bronx,neutral,city_groceries,False,False,20,9
205,2025-01-05,10128,Manhattan,negative,affordability,False,True,31,5
206,2025-01-05,11215,Brooklyn,positive,city_groceries,False,False,16,5
207,2025-01-05,11221,Brooklyn,positive,economics,False,True,22,1
208,2025-01-05,10019,Manhattan,positive,affordability,False,True,26,4
209,2025-01-05,11102,Queens,positive,food_deserts,False,True,21,0
210,2025-01-05,10035,Manhattan,neutral,city_groceries,False,True,20,2
211,2025-01-05,11223,Brooklyn,neutral,city_groceries,False,False,19,2
212,2025-01-05,11432,Queens,negative,food_deserts,False,True,19,8
213,2025-01-05,10036,Manhattan,negative,economics,False,True,20,4
214,2025-01-05,10018,Manhattan,neutral,city_groceries,False,True,13,8
215,2025-01-05,11693,Queens,positive,food_deserts,False,True,25,7
216,2025-01-05,11427,Queens,positive,affordability,False,False,23,8
217,2025-01-05,11249,Brooklyn,neutral,food_deserts,False,False,20,2
218,2025-01-05,11223,Brooklyn,positive,economics,False,False,16,6
219,2025-01-05,11226,Brooklyn,positive,affordability,False,False,20,1
220,2025-01-05,11223,Brooklyn,positive,city_groceries,False,True,17,1
221,2025-01-05,11237,Brooklyn,negative,affordability,False,False,18,4
222,2025-01-05,10019,Manhattan,positive,affordability,False,False,14,4
223,2025-01-05,10007,Manhattan,neutral,food_deserts,False,True,18,4
224,2025-01-05,11103,Queens,negative,affordability,False,True,16,7
225,2025-01-05,10017,Manhattan,negative,affordability,False,False,12,2
226,2025-01-05,10002,Manhattan,negative,city_groceries,False,True,27,6
227,2025-01-05,10020,Manhattan,positive,city_groceries,False,True,22,5
228,2025-01-05,11369,Queens,positive,economics,False,True,21,2
229,2025-01-05,10119,Manhattan,negative,affordability,False,True,18,6
230,2025-01-05,11249,Brooklyn,positive,food_deserts,False,True,31,6
231,2025-01-05,11236,Brooklyn,neutral,other,False,False,25,5
232,2025-01-05,10004,Manhattan,positive,economics,False,False,13,3
233,2025-01-05,11208,Brooklyn,positive,other,False,False,20,3
234,2025-01-05,10034,Manhattan,negative,food_deserts,False,True,24,4
235,2025-01-05,10016,Manhattan,negative,city_groceries,False,False,24,5
236,2025-01-05,11213,Brooklyn,neutral,food_deserts,False,False,17,9
237,2025-01-05,10471,Bronx,neutral,city_groceries,False,True,18,4
238,2025-01-05,10075,Manhattan,neutral,affordability,False,True,15,3
239,2025-01-05,10120,Manhattan,neutral,city_groceries,True,True,20,4
240,2025-01-05,10279,Manhattan,positive,city_groceries,False,True,23,7
241,2025-01-05,11416,Queens,negative,food_deserts,False,True,24,4
242,2025-01-05,11436,Queens,neutral,food_deserts,False,False,9,5
243,2025-01-05,10031,Manhattan,positive,economics,False,False,23,8
244,2025-01-05,11368,Queens,neutral,city_groceries,False,True,24,6
245,2025-01-05,10022,Manhattan,positive,economics,False,True,19,6
246,2025-01-05,11369,Queens,positive,other,False,False,30,7
247,2025-01-05,10069,Manhattan,negative,economics,False,False,22,2
248,2025-01-05,11432,Queens,positive,food_deserts,False,True,18,3
249,2025-01-05,11358,Queens,positive,affordability,False,True,16,10
250,2025-01-05,10465,Bronx,positive,food_deserts,False,True,34,6
251,2025-01-06,11214,Brooklyn,neutral,affordability,False,True,21,4
252,2025-01-06,10468,Bronx,positive,food_deserts,False,True,22,2
253,2025-01-06,11214,Brooklyn,neutral,affordability,False,True,20,0
254,2025-01-06,10019,Manhattan,positive,food_deserts,False,True,22,4
255,2025-01-06,10035,Manhattan,negative,food_deserts,False,False,15,2
256,2025-01-06,11225,Brooklyn,positive,economics,False,True,25,6
257,2025-01-06,11236,Brooklyn,positive,economics,False,False,16,3
258,2025-01-06,10033,Manhattan,neutral,food_deserts,False,True,18,6
259,2025-01-06,11217,Brooklyn,neutral,city_groceries,False,True,28,8
260,2025-01-06,10110,Manhattan,negative,food_deserts,False,True,19,6
261,2025-01-06,10039,Manhattan,neutral,food_deserts,False,True,17,2
262,2025-01-06,11221,Brooklyn,neutral,affordability,False,False,19,2
263,2025-01-06,10452,Bronx,positive,affordability,False,True,16,5
264,2025-01-06,11419,Queens,positive,food_deserts,False,True,22,6
265,2025-01-06,11201,Brooklyn,positive,food_deserts,False,True,20,6
266,2025-01-06,10026,Manhattan,positive,food_deserts,False,True,16,5
267,2025-01-06,10281,Manhattan,neutral,economics,True,True,19,4
268,2025-01-06,11435,Queens,neutral,city_groceries,False,True,14,5
269,2025-01-06,11434,Queens,neutral,city_groceries,False,True,21,2
270,2025-01-06,11693,Queens,neutral,affordability,False,True,26,5
271,2025-01-06,10029,Manhattan,neutral,city_groceries,False,True,16,6
272,2025-01-06,10469,Bronx,neutral,other,False,True,29,5
273,2025-01-06,10466,Bronx,neutral,affordability,False,False,22,0
274,2025-01-06,10030,Manhattan,positive,city_groceries,False,True,21,5
275,2025-01-06,10455,Bronx,neutral,city_groceries,False,True,26,8
276,2025-01-06,11223,Brooklyn,neutral,food_deserts,False,True,15,8
277,2025-01-06,11434,Queens,neutral,city_groceries,False,True,17,5
278,2025-01-06,11420,Queens,negative,city_groceries,False,False,25,7
279,2025-01-06,10010,Manhattan,negative,city_groceries,False,True,26,6
280,2025-01-06,10464,Bronx,negative,economics,False,False,24,0
281,2025-01-06,11217,Brooklyn,positive,city_groceries,False,True,14,6
282,2025-01-06,11411,Queens,neutral,affordability,False,True,25,10
283,2025-01-06,11378,Queens,negative,economics,False,True,20,7
284,2025-01-06,10308,Staten Island,positive,economics,False,True,28,3
285,2025-01-06,11366,Queens,positive,affordability,False,True,15,4
286,2025-01-06,11358,Queens,positive,city_groceries,False,True,19,9
287,2025-01-06,11101,Queens,positive,city_groceries,False,True,12,8
288,2025-01-06,10009,Manhattan,negative,city_groceries,False,False,19,2
289,2025-01-06,11433,Queens,positive,affordability,False,False,17,4
290,2025-01-06,11429,Queens,positive,food_deserts,False,True,14,3
291,2025-01-06,11213,Brooklyn,positive,city_groceries,False,True,22,5
292,2025-01-06,11229,Brooklyn,neutral,city_groceries,False,True,24,5
293,2025-01-06,10038,Manhattan,positive,other,False,True,23,6
294,2025-01-06,11355,Queens,positive,food_deserts,False,False,29,6
295,2025-01-06,11435,Queens,positive,city_groceries,False,True,24,5
296,2025-01-06,10473,Bronx,positive,other,False,False,23,5
297,2025-01-06,11366,Queens,neutral,food_deserts,False,True,18,8
298,2025-01-06,11372,Queens,positive,economics,False,True,17,7
299,2025-01-06,10033,Manhattan,positive,economics,False,False,21,2
300,2025-01-06,11693,Queens,neutral,city_groceries,False,True,19,5
301,2025-01-07,10475,Bronx,positive,affordability,False,True,22,9
302,2025-01-07,11209,Brooklyn,positive,affordability,False,True,21,5
303,2025-01-07,11206,Brooklyn,positive,food_deserts,False,False,18,4
304,2025-01-07,11224,Brooklyn,positive,other,False,True,28,8
305,2025-01-07,10033,Manhattan,neutral,affordability,False,True,18,5
306,2025-01-07,11435,Queens,negative,economics,False,True,18,1
307,2025-01-07,11365,Queens,neutral,city_groceries,False,True,19,1
308,2025-01-07,10012,Manhattan,neutral,affordability,False,False,21,3
309,2025-01-07,11104,Queens,neutral,food_deserts,False,True,27,3
310,2025-01-07,10024,Manhattan,neutral,economics,False,False,15,5
311,2025-01-07,10023,Manhattan,positive,food_deserts,False,True,16,6
312,2025-01-07,10285,Manhattan,positive,economics,True,False,13,4
313,2025-01-07,11207,Brooklyn,neutral,city_groceries,False,True,20,6
314,2025-01-07,10282,Manhattan,positive,city_groceries,False,True,19,7
315,2025-01-07,10458,Bronx,positive,city_groceries,False,True,15,4
316,2025-01-07,11694,Queens,negative,food_deserts,False,True,22,2
317,2025-01-07,10463,Bronx,neutral,other,False,True,23,5
318,2025-01-07,10471,Bronx,positive,affordability,False,False,10,8
319,2025-01-07,10314,Staten Island,neutral,city_groceries,False,False,15,5
320,2025-01-07,10454,Bronx,negative,city_groceries,False,True,18,3
321,2025-01-07,11417,Queens,positive,affordability,False,False,20,7
322,2025-01-07,11368,Queens,positive,city_groceries,False,True,32,9
323,2025-01-07,10466,Bronx,positive,food_deserts,False,True,17,6
324,2025-01-07,11358,Queens,positive,affordability,False,False,23,2
325,2025-01-07,11435,Queens,positive,city_groceries,False,True,14,4
326,2025-01-07,11218,Brooklyn,negative,affordability,False,False,24,4
327,2025-01-07,10463,Bronx,neutral,food_deserts,False,False,14,3
328,2025-01-07,11355,Queens,positive,city_groceries,False,False,28,4
329,2025-01-07,10025,Manhattan,positive,food_deserts,False,True,18,5
330,2025-01-07,11414,Queens,neutral,city_groceries,False,True,14,7
331,2025-01-07,10303,Staten Island,positive,city_groceries,False,True,16,7
332,2025-01-07,10455,Bronx,positive,other,False,True,24,7
333,2025-01-07,11206,Brooklyn,neutral,affordability,False,True,19,3
334,2025-01-07,11423,Queens,positive,economics,False,False,17,4
335,2025-01-07,10461,Bronx,positive,other,False,True,15,2
336,2025-01-07,10112,Manhattan,positive,city_groceries,False,False,16,4
337,2025-01-07,11229,Brooklyn,positive,affordability,False,True,21,1
338,2025-01-07,11214,Brooklyn,positive,city_groceries,False,True,22,5
339,2025-01-07,11212,Brooklyn,neutral,city_groceries,False,True,18,8
340,2025-01-07,11430,Queens,negative,affordability,False,True,17,5
341,2025-01-07,11423,Queens,positive,affordability,False,True,18,4
342,2025-01-07,11379,Queens,neutral,city_groceries,False,True,26,3
343,2025-01-07,11209,Brooklyn,negative,other,False,True,20,5
344,2025-01-07,10119,Manhattan,positive,city_groceries,False,False,19,9
345,2025-01-07,10279,Manhattan,positive,affordability,False,True,14,5
346,2025-01-07,11361,Queens,positive,city_groceries,False,True,22,3
347,2025-01-07,10002,Manhattan,positive,city_groceries,False,False,22,3
348,2025-01-07,11373,Queens,negative,city_groceries,False,True,23,8
349,2025-01-07,10007,Manhattan,neutral,affordability,False,True,29,11
350,2025-01-07,10006,Manhattan,positive,food_deserts,False,False,18,6
351,2025-01-08,11421,Queens,negative,food_deserts,False,False,22,5
352,2025-01-08,10304,Staten Island,neutral,affordability,False,True,19,3
353,2025-01-08,10280,Manhattan,neutral,city_groceries,False,True,18,3
354,2025-01-08,11101,Queens,neutral,economics,False,True,17,3
355,2025-01-08,11435,Queens,positive,food_deserts,False,True,16,6
356,2025-01-08,11691,Queens,negative,city_groceries,False,False,20,5
357,2025-01-08,10065,Manhattan,negative,city_groceries,False,True,21,2
358,2025-01-08,11218,Brooklyn,neutral,economics,False,True,16,5
359,2025-01-08,11229,Brooklyn,positive,economics,False,True,19,4
360,2025-01-08,11005,Queens,neutral,city_groceries,False,True,21,3
361,2025-01-08,11427,Queens,positive,city_groceries,False,False,16,7
362,2025-01-08,10454,Bronx,neutral,food_deserts,False,False,16,7
363,2025-01-08,10036,Manhattan,neutral,food_deserts,False,False,24,3
364,2025-01-08,11230,Brooklyn,positive,food_deserts,False,True,12,5
365,2025-01-08,10314,Staten Island,positive,city_groceries,False,False,21,3
366,2025-01-08,10012,Manhattan,neutral,city_groceries,False,True,13,10
367,2025-01-08,10280,Manhattan,negative,city_groceries,False,False,18,6
368,2025-01-08,10018,Manhattan,neutral,food_deserts,False,True,22,4
369,2025-01-08,10118,Manhattan,negative,economics,True,False,18,5
370,2025-01-08,11234,Brooklyn,positive,city_groceries,False,True,12,2
371,2025-01-08,11217,Brooklyn,positive,affordability,False,True,24,4
372,2025-01-08,10038,Manhattan,neutral,city_groceries,False,True,19,3
373,2025-01-08,10467,Bronx,positive,food_deserts,False,True,22,4
374,2025-01-08,10021,Manhattan,neutral,economics,False,True,25,5
375,2025-01-08,10118,Manhattan,positive,food_deserts,True,True,21,6
376,2025-01-08,10010,Manhattan,negative,city_groceries,False,True,22,2
377,2025-01-08,11238,Brooklyn,neutral,affordability,False,False,26,2
378,2025-01-08,11104,Queens,negative,city_groceries,False,True,27,5
379,2025-01-08,10009,Manhattan,neutral,city_groceries,False,True,17,8
380,2025-01-08,10301,Staten Island,positive,city_groceries,False,True,17,1
381,2025-01-08,10021,Manhattan,positive,affordability,False,False,18,6
382,2025-01-08,10303,Staten Island,positive,economics,False,True,21,8
383,2025-01-08,10118,Manhattan,positive,affordability,True,True,14,9
384,2025-01-08,10463,Bronx,negative,other,False,True,12,6
385,2025-01-08,11378,Queens,positive,economics,False,True,15,7
386,2025-01-08,11358,Queens,neutral,food_deserts,False,False,23,6
387,2025-01-08,11413,Queens,neutral,economics,False,True,16,3
388,2025-01-08,11362,Queens,positive,food_deserts,False,True,19,9
389,2025-01-08,11106,Queens,positive,affordability,False,True,17,5
390,2025-01-08,10004,Manhattan,positive,city_groceries,False,False,25,2
391,2025-01-08,11218,Brooklyn,neutral,city_groceries,False,False,17,5
392,2025-01-08,11434,Queens,positive,city_groceries,False,True,24,5
393,2025-01-08,10018,Manhattan,neutral,other,False,True,16,5
394,2025-01-08,11231,Brooklyn,negative,city_groceries,False,True,27,5
395,2025-01-08,10041,Manhattan,positive,food_deserts,True,True,20,2
396,2025-01-08,10024,Manhattan,positive,city_groceries,False,True,24,2
397,2025-01-08,11377,Queens,neutral,city_groceries,False,False,14,5
398,2025-01-08,10019,Manhattan,negative,food_deserts,False,True,21,9
399,2025-01-08,11104,Queens,neutral,city_groceries,False,True,13,2
400,2025-01-08,10312,Staten Island,positive,other,False,False,14,9
401,2025-01-09,10044,Manhattan,negative,economics,False,True,24,4
402,2025-01-09,11426,Queens,negative,food_deserts,False,True,15,6
403,2025-01-09,10123,Manhattan,neutral,city_groceries,True,True,26,3
404,2025-01-09,10304,Staten Island,neutral,food_deserts,False,True,16,5
405,2025-01-09,10065,Manhattan,positive,city_groceries,False,True,21,3
406,2025-01-09,10038,Manhattan,positive,city_groceries,False,False,18,6
407,2025-01-09,11375,Queens,neutral,city_groceries,False,False,13,7
408,2025-01-09,11231,Brooklyn,negative,city_groceries,False,True,25,7
409,2025-01-09,11214,Brooklyn,positive,food_deserts,False,True,19,4
410,2025-01-09,11364,Queens,neutral,food_deserts,False,True,31,6
411,2025-01-09,11693,Queens,positive,city_groceries,False,True,18,8
